question,answer
"Thank you for the reply.

I understand that the rooftop would be impossible for my wheelchair and elderly parents.

Is there a ramp at the bus entrance for wheelchair? 

Azaima","Hi.This is Seoulcitytourbus.
We're  sorry we don't have wheelchair lamps.

02)777-6090. www.seoulcitybus.com"
"예약에 관련된 문의는 아래 내용을 채워주세요

예약번호 :
예약자명 :
연락처 :

문의내용 :","안녕하세요.

야간투어의 경우 당일 잔여석이 있는 경우 이용하실 수 있습니다.

사전예약제이며, 서비스는 선착순으로 제공됩니다.

당일 잔여석은 고객센터 02-777-6090으로 이용전 문의 먼저 부탁드립니다.

- 서울시티투어버스 -"
"My name is Azaima and I am interested in using your bus service during my visit in September. 

However, I am wondering if all tours are accessible for wheelchair user. 
My mother is an elderly on a wheelchair and my father is an elderly who has trouble with high steps.

Looking forward to your reply.

Azaima Razali","Hello.
Azaima!

First of all, thank you for your interest in our tour.

Unfortunately, it will be too much for your parents to use the double-decker bus.
Wheelchairs cannot go up to the second floor. Also, the stairs are a little steep.

If you want to use the tour course, they can get on the first floor of the double-decker bus.

Please refer to this part.

Thank you. 
- Seoul City Tour Bus -"
"버스 내부에 화장실이 있나요 

그리고 버스에서 음식물 취식에 대한 규정을 알고 싶어서 문의 남겨요","안녕하세요.

버스내부에는 화장실이 없습니다.
화장실은 이용전에 다녀오시길 권해드립니다.

또한 버스내에서는 식/음이 불가합니다.

이 점 양해부탁드립니다.

- 서울시티투어버스 -"
"There is a storm/downpour warning for tonight (June 9) starting 8pm. Does this mean the night time bus might be cancelled? And if so, how would we be notified? Thank you in advance!","Hello.

If the bus is unable to operate due to the weather, we will inform you by email you left.

It is currently sunny in Seoul on the morning of July 10.

The bus operates normally, but if a customer who is concerned about the weather wants to cancel, a cancellation fee will be charged according to the time of cancellation.

Thank you.

- Seoul City Tour Bus -"
"For reservation-related inquiries, please fill in the information below

Reservation number :
Name :
Mobile :

Inquiry :
I want to know what time is the ticket office open for the Red tiger bus line.  Can I redeem ticket for the night course in the morning with Discover Seoul Pass?","Hello,

We are open at 9 am.
You can redeem ticket for the night course in the morning with DSP.
Thank you,

Seoul City Tour Bus
02 777 6090"
"안녕하세요. 제가 고등학교 3학년인데, 소인으로 결제하면 되는 건가요?","안녕하세요.

네 소인결제 진행해주시면 됩니다.

- 서울시티투어버스 -"
"안녕하세요? 입석 관련 문의드립니다.

도로교통법 제39조와 중대재해처벌법이 강화되면서
광역버스의 경우 입석을 제한하는 것을 많이 봤지만 시내버스나 시티투어버스는 입석에 대해
경찰도 알면서 모르는 척 운행에 제한을 두고 있지 않은 것 같습니다.

서울 시티투어버스도 도로교통법 제39조와 중대재해처벌법을 피해갈 수 없을 듯 한데
탑승객이 많이 몰릴 경우 1층에 입석이 가능한 것으로 안내하고 있습니다.

혹시 이러한 법률 준수 등과 관련하여 고민한 사항이 있을지 궁금합니다.
서울시티투어버스를 너무 좋아하는 고객으로서 혹시나 추후 문제가 되지 않을까 하는 마음에 문의 드립니다.","안녕하세요.

저희 시티투어버스에 관심 가져주시고 염려해 주신 점 감사드립니다.

아시다시피 시티투어버스는 시내만을 운행하는 노선버스이며, 당사에서는 승차정원 준수는 물론 차량의 cctv설치 등 안전에 관한 규정을 지키기 위해 많은 노력을 하고 있습니다.
특히 성수기인 주말이나 연휴 등 승객이 많이 몰릴 경우를 대비해 평소보다 2~3배의 차량을 배차하는 등 특별 수송대책을 시행하여 보다 안락하고 쾌적한 여행이 보장되도록 노력하고 있음도 이해하여 주시기 바랍니다.

다시한번 안전에 관한 고견에 감사드리며 앞으로도 고객 중심의 서비스, 시티투어버스가 될 수 있도록 노력 하겠습니다. 
늘 가내가 행복하시기를 바랍니다.
 
감사합니다."
"1. 혹시 법인 카드로 예약 시 카드매출전표를 받을 수 있나요?

2. 개인카드로 선결제 후 탑승 당일 개인카드 결제 취소 후 법인 카드로 재결제 가능한가요?
상담원과 통화했을 때 온라인으로 개인카드 선결제 후 탑승 당일 실물 티켓으로 교환할 때 개인카드 선결제 취소 후 법인카드로 재결제 가능하다고 하셨는데 
당일 취소 시 70% 환불, 야경버스의 경우는 낮 12시 이후 불가능하다고 적혀있었습니다. 확실하게 알려주세요.","안녕하세요 시티투어입니다
위 내용대로 법인카드로 결제가 불가능하기 때문에 개인 카드로 선결제휴 당일 매표소에서 탑승잔 법인 카드로 교체할수 있습니다
물론 별도의 수수료는 발생하지 않습니다
단 취소시는 홈피에 명기돼 있는 내용대로 날짜에 따른 수수료가 발생합니다(12시 이후 환불 불가)
따라서 당일  인원 변동없이 카드만 교체한 경우는 별도의 수수료가 없습니다

더 궁금하신점 연락 주세요

02]777 6090 www.seoulcitybus.com"
"안녕하세요, 

서울시티투어버스를 알아보고 있는데, 혹시 8월 15일 공휴일날에도 운영하는지요?

아울러 이 ""가이드와 함께 하는 Special Seoul City Pack"" (https://www.seoulcitybus.com/board/board_view.php?t=ES&code=2) 
- 아직도 운영하는지,
- 아직도 운영한다면 8월 15일 공휴일날에도 하는지, 
- 예약 방법
- 가이드께서 영어로 투어 해 주시는건지, 아니면 영어의 경우는 오디오로 제공이 되는 것인지
궁금합니다.

감사합니다!","안녕하세요.서울시티투어입니다.
시티팩은 최소 모객인원이 20명 이상이 되야만 진행되는 상품입니다.
현재 같은 날짜에 이 인원의 모객이 어렵기 때문에 현재는 단체에게만 적용되는 상품으로 판매하고 있습니다

만약 인원이 20명 이상일 경우는 별도 문의 부탁드립니다

02)777-6090 
서울시티투어 버스. www.seoulcitybus.com"
Hi. We will be a group of 18 people. Is it possible to buy tickets on-site by just getting in stop number 1 before departure time? Thank you... By the way I don't know where do you reply this but in case you need it here is my e-mail address: info@zeynepokcu.com,"Hi.This is Seoul City Tour Bus

If you want a daytour, you can board without  reservation
If Night tour, you must make a reservation in advance

If you have any more questions, please contact us

www..seoulcitybus.com 02)777-6090"
"예약에 관련된 문의는 아래 내용을 채워주세요

예약번호 :
예약자명 :
연락처 :

문의내용 :","안녕하세요.

저희 매표소는 도로변에 있는 위치이므로 찾아오기 쉬우신 곳 
주소를 알려드립니다.

* 코리아나 호텔 (매표소 근처 호텔)

서울시 중구 세종대로 135로 검색해서 오시면 빠르게 찾으실 수 있습니다.

- 서울시티투어버스 -"
장애인 할인 있는지 궁금합니다.,"안녕하세요.

현재 추가적 할인적용이되는 부분은 없습니다.

Tour1 도심고궁 코스 : 성인 22,000원 / 소인 15,000원
Tour4 야경코스 : 성인 20,000원 / 소인 12,000원

- 서울시티투어버스 -"
취소표 같은거 현장구매로 구입할 수 있는 가능성 있나요?,"안녕하세요.

야경투어 취소표는 현장에서 구입은 가능합니다.
하지만 취소표가 발생할지 안할지의 여부는 가늠할 수 없습니다.

이용에 참고 부탁드립니다.

- 서울시티투어버스 -"
"실물티켓은 광화문티켓박스에서만 교환가능할까요?
서울역이나 명동에서 타고 싶어요
주말입니다","안녕하세요.

고객님 주말이나 연휴 이용시는 시작점에서 티켓을 수령하시고 탑승하시길 권해드립니다.
저희 버스는 선착순 서비스로 혹시나 시작점에서 인원이 너무 많은 경우 중간지점에서 입석으로 진행될 수도 있습니다.

이용에 참고하시기 바랍니다. (서울역은 정차하는 정류장이 아닙니다.)

- 서울시티투어버스 -"
부산에서 출발하여 당일 시티버스를 이용하려고 합니다. 인근 주차장을 추천받고 싶습니다.,"안녕하세요,

근처 주차장은 모두 유료이며,
가장 가까운 주차장은 코리아니호텔 주차장 그리고 광화문 정동 주차장입니다.
참고하시기 바라며,
감사합니다.

서울시티투어버스
02 777 6090"
"예약에 관련된 문의는 아래 내용을 채워주세요

예약번호 :
예약자명 :
연락처 :

문의내용. 운행차량이 궁금해요 2층버스1대와 1.5버스와 트롤리가맞나요?다른사람 블로거랑 다른거같아서요","안녕하세요.

저희는 2층버스가 메인이며 1.5층높이의 하이데커(half open)버스로 운행됩니다.

트롤리는 현재 운행되지 않는 버스 종류입니다.

이용에 참고 부탁드립니다.

- 서울시티투어버스 -"
"- 제일 먼저 광화문으로 가서 티켓교환을 해야하는 걸로 이해했습니다.
 - 티켓 교환 후 별도 대중교통으로 청와문 방문 예정입니다.
 - 청와대 관람 후 15번 버스정류장에서 버스를 타고 15->1->2->3 .. 순으로 투어가 가능한가요?","안녕하세요.

고객님이 원하시는 대로 최종 종착정류장까지 도착하셨다가 
다시 시작하실 수 있습니다.
다만, 최종 종착정류장 도착 후 30분 후 다시 출발하므로 대기시간이 발생됩니다.

이부분 참고하시고 시간표 참고하셔서 유용하게 이용하시기 바랍니다.

- 서울시티투어버스 -"
"6/29일 예약하려고 하는데, 19:30분 출발인데
2층에 앉는건 선착순인가요?
대기번호표를 나눠주시는지 아니면 그냥 일찍가서 줄을서서기다려야 하는지 문의드립니다.
먼저 줄선 순이라면 줄은 언제부터 설수 있나요?","안녕하세요.서울시티투어입니다
[예약순]으로 버스는 배정이 됩니다(2층 또는 1층)
버스가 정해지면 당일 현장에 도착해 줄서있는 순서대로 탑승하게 됩니다
7시30분 출발이며 탑승은 7시 전후로 가능합니다

더 궁금하신점 연락주세요

02)777-6090. www.seoulcitybus.com"
"For reservation-related inquiries, please fill in the information below

Reservation number :
Name :
Mobile :

Inquiry :","Hello.

During the time our bus is running, you can get on and off as you wish again.

Even if you started at the first stop and got off for the last time, if the bus is running, you can start again.

Please refer to it for use.

- Seoul City Tour Bus -"
장애인 할인될까요?,"안녕하세요.

저희가 지금 현재 판매가 일부 할인중으로 중복할인제공은 별도로 없습니다.
이용에 참고 부탁드립니다.

- 서울시티투어버스 -"
"티켓 교환이 필수인가요? ㅠㅠ
서울풀만호텔에서 투숙해서 풀만호텔 앞에서 타고 관람하고 싶어서 구매했거든요..","안녕하세요.서울시티투어입니다.
중간 탑승일 경우 버스탑승시 기사님께 예약자 성함만 말씀하시면 확인하고 티켓 발권해드립니다

집회등으로 통제되는 구간이 있을시 안내를 받으셔야 되기 때문에 이용하는날 전화로 체크 부탁드립니다

02)777-6090. www.sejoulcitybus.com"
"예약에 관련된 문의는 아래 내용을 채워주세요

예약번호 :
예약자명 :
연락처 :

문의내용 :

첫 탑승 포인트가 꼭 광화문 티켓오피스려야 할까요.

일정이 중간 정류장인 그랜드하얏트인데 꼭 광화문에서만 티켓 교환이 가능한지 믄의드립니다. (온라인 예매 완료)","안녕하세요.

가능하시다면 첫 번째 정류장에서 시작하시길 권해드립니다.
주말이나 연휴때에는 시작점부터 많은 고객님들이 탑승하시고 관광명소에서 대부분 하차하시므로,
호텔앞에서 탑승을 하는경우 간혹 입석이 되실 수도 있습니다.

이 점 양해부탁드리며 이용에 참고 부탁드립니다.

감사합니다."
"제가 예약하고 외국 친구가 이용할 건데 문제가 없죠?
예약한 후에 꼭 광화문 부스에 찾아가서 표를 받아야 하나요? 폰으로 티켓을 가지고 있는다든지 좀 더 간편한 방법이 있나요?","안녕하세요.

저희 홈페이지에서 예약해주신 고객님들은 이용하시는날 매표소 방문하셔서
예약내용 (예약자분 성함 . 연락처로 확인) 확인 후 티켓수령 후 사용 가능하십니다.

외국친구분을 대신해서 예약진행을 해주신다면 예약자분을 실 이용자(외국인)친구 분으로 진행해주시면 됩니다.

이용에 참고해주시기 바랍니다.

 - 서울시티투어버스 -"
Can we bring luggage on board the tour bus?,"Hello.

There is not much room inside the double-decker bus. You can usually keep and board a 25-inch carrier on the first floor, but it is difficult to take it with you if it is larger than that.

I ask for your understanding.

Thank you."
안녕하세요. 서울서진학교 전공과 교사 우채윤입니다. 장애인 할인을 받을 수 있나요?,"안녕하세요.

저희가 현재는 별도의 추가할인 진행이 없습니다.
사이트에서 진행되는 금액 그대로 확인 부탁드립니다.

감사합니다.
- 서울시티투어버스 -"
1) 실물 티켓 전날에도 발급 하는하나요? 2) 실물 티켓 가지고 있으면 아무 종류장에 첫탑승가능한지 아니면 그래도 광화문 앞에서만 첫탑승가능하나요?,"안녕하세요.,

저희 티켓은 사전발급 불가입니다.

실물티켓을 구매 후 원하시는 중간 정류장에서 탑승은 자유로이 가능하십니다. (버스가 운행하는 시간내)

이 외에 궁금하신 사항은 따로 문의주시거나 02-777-6090으로 연락주시면 됩니다.

감사합니다."
"For reservation-related inquiries, please fill in the information below

Reservation number :
Name :
Mobile :

Inquiry :
Hi, if I have 72hour DSP, can I go on the first day of pass to collect tickets for bus tour on 2nd day so I can bought the bus at another station on 2nd day nearer to my hotel?","Hello.

You can purchase our bus ticket with a DSP card, but you cannot use it after purchasing it in advance.

In other words, the purchase and use will be completed on the day you want to use it.

If you purchase a bus ticket using a DSP card, come to the ticket office (first stop) and proceed with QR.

Please refer to it.
Thank you."
"Just to make sure: do I exchange the reservation for a physical ticket at the ticket office?
Or is there something else I need to do?
kind regards","Hi,This is Seoul CIty Tour Bus.

You have to get a physical ticket after making a reservation.
No separate document is required, and you can check it right away if you say your name at the ticket office

02)777-6090. www.seoulcitybus.com"
"안녕하세요, 서울시티투어 버스, 야경코스 문의드립니다.

찾아보니까 남산타워에서 잠깐 정차하는 스케줄이더라구요.
동행인과 남산타워에서 더 시간을 보내고 싶어서, 저희는 여기서 하차하고 싶습니다. (남대문시장,청계광장 코스는 이용X)
남산타워 근방에 하차해서 자유시간 주실 때에, 재탑승을 안하고(버스를 남산타워까지만 이용하고) 개인적으로 귀가하고 싶은데, 가능할까요?","안녕하세요.

손님이 원하시면 그렇게도 가능하십니다. 

다만, 사전에 기사님께 말씀 해주셔야합니다.
야경투어 탑승시 그리고 남산타워 하차시 꼭 기사님께 말씀 부탁드립니다.
남산투어 이후 이동일정이 있으므로 기사님들께서 확인을 하셔야합니다.

그 외 궁금하신 사항은 02-777-6090으로 문의주세요.

감사합니다."
"For reservation-related inquiries, please fill in the information below

Reservation number :2
Name :Alex Cheng
Mobile :+852 54111408

Inquiry 
Hello,

The holders of Discover Seoul Pass (DSP) can redeem a ticket for tiger bus night tour for free. However, I noticed that your website says night bus needs reservation, but an on-line reservation cannot be made unless I pay for it. Is there a way I can make a reservation for two people on May.2nd without paying in advance? We both have DSP and we are not supposed to pay for a ticket.

Kindly waiting for your reply. Thank you.","Hello.

Ticket purchases using DSP cards are only available on the day you want to use them. You can come to the ticket office on May 2nd, scan the QR, and receive the ticket.
However, night tours are only available if there are remaining seats on the day of use, and reservations are not allowed before use.

Please contact us by phone in the morning of the day of use to check the remaining seats.

May 2nd is a weekday, so I think there will be more seats available than the weekend. 
But I can't give you a 100% answer about the presence or absence of seats right now. Please understand.

Thank you."
"Hey, is it possible to reserve tickets for today?","Hello,

You can buy it on the spot on the day

Gwanghwamun Ticket Office: 68-2 Taepyeong-ro 1-ga, Jung-gu, Seoul (Search Seoul City Tour Bus on Google Map)

* You can find our ticket office nearby Gwanghwamun Station Intersection, Dongwha Duty Free Shop or Koreana Hotel
By subway: 100m from Exit 6 of Gwanghwamun Station on Line 5, 300m from Exit 3 of City Hall Station on Subway Lines 1 and 2

Thank you,
Seoul City Tour Bus
02 777 6090"
"Do I still need  to reserve a slot even if I will do the night 
Tour using discover seoul pass? Or do I go straight to gwanghamun to take the bus?","This is Seoul City Tour Bus

If you have a dsp card, you can't make a reservation in advance.
You can buy  ticket office on a first-come, first-served basis

If you have any more questions, please feel free to contact us.

Seoul City Bus Tour 02)777-6090.www.seoulcitybus.com"
"예약에 관련된 문의는 아래 내용을 채워주세요

예약번호 :
예약자명 :
연락처 :

문의내용 :
결제에 막혀 예약을 못 하겠어요. 외국인을 위한 오디오 서비스는 있는데 예약을 위한 외국카드 결재가 안되요.","안녕하세요.서울시티투어입니다.
외국인을 위한 카드 결제도 현재 원활하게 진행되고 있습니다

다시 한번 시도해보시고 안되신다면 전화 연락 부탁드립니ㅏㄷ

02)777-6090, www.seoulcitybus.com"
"For reservation-related inquiries, please fill in the information below

Reservation number :
Name :
Mobile :

Inquiry :
Somewhere on the website it says ""Closed Mondays"" If Monday a holiday Closed Tuesday

Doesn't the bus operated all seven days of the week?","Hello.

Every Monday is a regular holiday for us.

However, if Monday is a public holiday, it is operated and the next day is closed.

Please refer to it for use.

https://en.seoulcitybus.com/

Thank you."
"Hello, I'm visiting Seoul in May and currently planning my itinerary.  I'm interested in take the city tour bus and would like to know how far the Namsan Tower Stop is from Namsan Tower?  What far is the walking distance?

Also, are we allowed to bring stroller onto the bus?

Thank you,

Tom","Hello,

Thank you for your interested in Seoul City Tour Bus.
It takes about 5 minutes by walk from the Namsan Tower Stop to Namsan  Tower.
And you are allowed to bring stroller onto the bus.

Thank you,
Seoul City Tour Bus// www.seoulcitybus.com
02 777 6090"
ディスカバーソウルパス購入で、夜間バスに乗りたいのですが、予約はできますか？,"こんにちは.

Discover Seoul Passをご利用の場合、当日チケット売り場にお越しいただき、ご利用希望のコースのチケットをお受け取りいただけます。
夜景コースの場合は残席がある場合のみ可能ですので、ご利用の際はご参考ください。 （事前予約不可）

その他、ご不明な点は 02-777-6090までお問い合わせください。

ありがとうございます。"
"ディスカバソウルパスで夜景コースを予約するには、どのように予約すれば良いですか？
通常予約して、当日にパスを見せるのですか？","こんにちは.

Discover Seoul Passをご利用の場合、当日チケット売り場にお越しいただき、ご利用希望のコースのチケットをお受け取りいただけます。
夜景コースの場合は残席がある場合のみ可能ですので、ご利用の際はご参考ください。 （事前予約不可）

その他、ご不明な点は 02-777-6090までお問い合わせください。

ありがとうございます。"
"지방에서 차를 가지고 가는데 하루종일 세워놓을 주차장이 주변에 있을까요?
광화문역 출발하는 도심고궁코스를 타려고 하는데 주변에 하루종일 차를 세워 놓을 수 있는 저렴한 주차장 좀 알려주세요..
카카오티 주차장도 좋고 공영주차장도 좋습니다.
부탁드려요^^","안녕하세요.

저희 주변으로는 무료주차장은 따로 없으며, 주변의 유료 주차장을 이용하셔야합니다.
가장 가까운 곳은 코리아나 호텔 (유료) 주차장입니다.
그 외는 주변 대형건물의 유료 주차장을 이용하셔야합니다.

주변이 번화한 중심지라 주차장이 여의치 않습니다.
이해부탁드립니다.

감사합니다."
버스 종점은 어디인가요?,"안녕하세요.

저희 버스는 순환형 버스로 시작과 종점이 동일합니다.
코스와 정류장에 대한 정보는 매표소에서 안내지로도 수령하실 수 있습니다.

감사합니다.

- 서울시티투어버스 -"
"예약에 관련된 문의는 아래 내용을 채워주세요

예약번호 : 
예약자명 : 아직 예약전(민남희)
연락처 :010-8441-8853

문의내용 :안녕하세요.
이번주 갈려고 하는데 지방에서 애들과 가는거라 차를 끌고가는데 혹시 주차는 어디에 하나요? 차가 카니발이라 주차 가능한곳이 있는지 궁금합니다.","안녕하세요.

저희 주변으로는 무료주차장은 따로 없으며, 주변의 유료 주차장을 이용하셔야합니다.
가장 가까운 곳은 코리아나 호텔 (유료) 주차장입니다.

감사합니다."
"hello!  is tour/ tourist spots wheelchair accessible? I know that the bus is, but the different places that will be visited, specifically the palaces, are they wheelchair accessible?

thanks!","Hello.

As far as I know, wheelchair movement is possible in most tourist attractions.
If you are curious about the exact information, please contact the tourism information center in Seoul one more time.

Thank you.

add. Tourism information center :  82-2-6365-3100 (Seoul Tourism Plaza Information Center)"
"안녕하세요, 중학교 교사입니다.

10월 수학여행 코스 중 시티투어를 포함하고자 하며, 교사 포함 인원이 약 43명 내외로 예상됩니다.

1. 단체예약이 가능할까요?

2. 버스 1대를 온전히 대절하는 것이 가능한 지, 가능하다면 비용은 얼마나 될까요?

3. 단체예약 시 할인은 얼마나 가능할까요?

감사합니다 ^^.","안녕하세요.서울시티투어입니다
단체 예약도 가능하지만 탑승시간은 지정되지 않기 때문에 선착순 탑승입니다
버스 1대를 대절할 경우 별도의 견적을 따로 받으셔야 되면 시간,인원,노선에 따라 다르기 때문에 전화 문의 주시면 견적 드리겠습니다
현재 단체 할인은 별도로 적용되지 않습니다

더 궁금하신점 있으시면 연락주세요

02)777-6090. www.seoulcitybus.com"
"예약에 관련된 문의는 아래 내용을 채워주세요

예약번호 :D20240215083541040444
예약자명 :김보경
연락처 :01098361226

문의내용 :첫차 9시30분 이렇게 적혀 있던데 그 차 못타면 40분 후 차를 처음으로 타도 되는거 맞나요?
                대구에서 가는거라.. 9시 30분 못 맞출 수도 있을 거 같아서요","안녕하세요.

네, 도심*고궁 남산코스 (Tour1)은 오전 9시 30분부터 40분 간격으로 마지막 16시50분까지
첫 출발지인 매표소(광화문정류장)에서 출발합니다.

탑승시간을 정해서 타시는건 아니시고, 구매하신 티켓으로 차량이 운행하는 동안은
타고 내리고 이용이 가능하시니 이용에 참고해주세요.

감사합니다.

- 서울시티투어버스 -"
"For reservation-related inquiries, please fill in the information below

Reservation number :
Name :
Mobile :

Inquiry :I wish to know the price for this city tour package thanks","Hello, this is Seoul City Tour. 

The City Pack is a package that requires at least 20 users.
Currently, we are selling products only for groups because it is difficult to gather guests on the same date.

If there are more than 20 people, please contact us separately.

02)777-6090 
Seoul City Tour Bus. www.seoulcitybus.com"
"스페셜 시티팩은 외국인 대상인가요??
                 요금은 어떻게 되나요??","안녕하세요.서울시티투어입니다. (내/외국인 가능)

시티팩은 최소 모객인원이 20명 이상이 되야만 진행되는 상품입니다.
현재 같은 날짜에 이 인원의 모객이 어렵기 때문에 현재는 단체에게만 적용되는 상품으로 판매하고 있습니다.

만약 인원이 20명 이상일 경우는 별도 문의 부탁드립니다.

02)777-6090 
서울시티투어 버스. www.seoulcitybus.com"
"예약에 관련된 문의는 아래 내용을 채워주세요

예약번호 :
예약자명 :
연락처 :01051965592

문의내용 :장애인 할인과 노약자 할인 같은건 없나요?!","안녕하세요.

현재 판매가에서 일부 할인이 진행되고 있어 그 외 추가중복 할인되는 부분은 없습니다.
이용에 참고 부탁드립니다.

- 서울시티투어버스 -"
使用 Discover Seoul pass如何預約Night tour bus？,"你好。

通过Discover Seoul pass使用我们的巡演时不能提前预约,
想要使用的当天要到售票处批准Discover Seoul pass的QR CODE后使用。

夜景旅游当天没有剩余座位时可能无法使用。
请谅解这一点。

谢谢。"
"예약에 관련된 문의는 아래 내용을 채워주세요

예약번호 :20240117165627464124
예약자명 :이복순
연락처 :01089107899

문의내용 :티켓을어디서받아서면세점앞창구에서  또 교환수령해야나요? 미리전날티켓수령은 안되나요?","안녕하세요.

티켓은 매표소에서 이용당일 수령하시고 사용가능하시며, 전날 수령은 불가하십니다.

매표소 위치는 아래 정보 참고 부탁드립니다.
-지하철 5호선 광화문역 6번출구에서 조선일보 방향 50m
-지하철 1호선,2호선 시청역 3번 출구에서 200m 직진 코리아나 호텔 옆

그 외 더 궁금하신 사항은  02-777-6090으로 문의주세요.

-  서울시티투어버스 -"
"예약에 관련된 문의는 아래 내용을 채워주세요

예약번호 :D20240109091629139543
예약자명 :김순옥
연락처 :01047256819

문의내용 :서울 시티투어 업체가 여러군데 인가봅니다. 혹시 전통문화코스가 있던데 이곳은 다른곳인가요? 저희가 남산타워도 올라가야해서요...여쭤봅니다.","안녕하세요.

저희가 운행하는 코스는 도심고궁*남산코스입니다.

고객님께서 보신 전통문화코스는 저희쪽 코스가 아닙니다.
이용에 참고 부탁드립니다. 

코스는 https://www.seoulcitybus.com/service/tour_course_view.php?code=1 이 링크에서 한번 더 확인 부탁드립니다.

감사합니다.

- 서울시티투어버스 -"
